datetime,HR_mean,HR_std,EDA_mean,EDA_std,TEMP_mean,TEMP_std,acc_mag_mean,acc_mag_std,hour,hour_sin,hour_cos,label
2020-05-09 14:55:00,1.8754055780595216,0.356714220044722,-0.055071392846619646,0.1586843748407272,-0.1254473746121425,0.10508620586041205,1.6383375438259442,0.7046660904949766,14,-0.4999999999999998,-0.8660254037844388,2.0
2020-05-09 14:56:00,0.33617687962695647,0.3929381050170197,-0.20517870064642432,0.21228614891184172,-0.017004664804731267,0.045452390183182666,1.64316535996312,0.47345641318092946,14,-0.4999999999999998,-0.8660254037844388,2.0
2020-05-09 14:57:00,0.20228297604655857,0.1471150652805126,0.5410948321539631,0.24559211763549882,-0.1821616653734881,0.052048927067729844,1.6172184711961597,0.4020456804251353,14,-0.4999999999999998,-0.8660254037844388,2.0
2020-05-09 14:58:00,-0.009398003250273042,0.1014938483352508,0.28416853424634086,0.4229933808913535,-0.3342307526896308,0.06967273261925774,1.2327731157528654,0.3661607083252083,14,-0.4999999999999998,-0.8660254037844388,2.0
2020-05-09 14:59:00,-0.2596969240343155,0.16745636313925455,0.5667786351409242,0.24427630263736136,-0.5511161723044531,0.07236501008856082,1.2631109175880613,0.16267732257993422,14,-0.4999999999999998,-0.8660254037844388,2.0
2020-05-09 15:00:00,-0.5867838836898949,0.11820746040754683,0.043579899259006245,0.34198180220762353,-0.5168383042618813,0.11440638985837676,2.31442771871361,1.3016380763162363,15,-0.7071067811865471,-0.7071067811865479,2.0
2020-05-09 15:01:00,-0.16009180227990963,0.07261516048059029,-0.11660186618276085,0.17286523889570787,-0.432701719066475,0.0896369352272948,3.794289343208791,1.6180464937011223,15,-0.7071067811865471,-0.7071067811865479,2.0
2020-05-09 15:02:00,0.179385510888813,0.06467525694364891,0.195955398103029,0.29109034968335307,-0.4146279340985734,0.040897839984281516,2.3447182800828514,1.4427910290708708,15,-0.7071067811865471,-0.7071067811865479,2.0
2020-05-09 15:03:00,0.11692848330958619,0.04335001108041908,0.5970890009646282,0.16747605314070632,-0.5205777080483434,0.09446871526168758,1.4847649992096617,0.18577346434542694,15,-0.7071067811865471,-0.7071067811865479,2.0
2020-05-09 15:04:00,-0.21727804926364738,0.1617395568321187,0.6350268303941469,0.15354350457712976,-0.6165557385675483,0.041911524423895764,1.4244293861420918,0.10710900742073964,15,-0.7071067811865471,-0.7071067811865479,2.0
2020-05-09 15:05:00,-0.4391216447413239,0.014486956792652229,0.6755948490013073,0.047963335798752046,-0.6458477348948384,0.028232352655915283,1.29251800973399,0.1255735177089376,15,-0.7071067811865471,-0.7071067811865479,2.0
2020-05-09 15:06:00,-0.393154466693954,0.02910538169714839,0.601261047162615,0.03821907954054286,-0.6682841576136128,0.03746088077871001,1.1539062460483793,0.09832242033664261,15,-0.7071067811865471,-0.7071067811865479,2.0
2020-05-09 15:07:00,-0.7678621826229393,0.1252304497154379,0.6056182720535116,0.04519143088212706,-0.7112873011579305,0.025060222250248947,1.1831796958479524,0.25172487798528687,15,-0.7071067811865471,-0.7071067811865479,2.0
2020-05-09 16:18:00,0.01083536365441491,0.2841973422386237,1.0200972796832113,0.3983315248997518,-0.28187909967915553,0.14869145933853514,1.4483622708575647,0.5787176803792058,16,-0.8660254037844384,-0.5000000000000004,2.0
